DOC_ID	Dialect	Title	Author	Link
00237	SA	الملعونة	أميرة المضحي	http://forums.graaam.com/up/uploaded19/127164_01264277763.doc
00238	GA	رشوا على قبري من دموع عينه	بقايا حطام	http://forums.graaam.com/up/uploaded19/483829_01264329718.doc
00239	SA	علمني كيف أترك يدك في عز حبي لك "شموخ أميره"	أميرة البنفسج	http://forums.graaam.com/up/uploaded19/483829_01263982257.doc
00240	BA	و طال انتظاري	اميرة الورد	http://forums.graaam.com/up/uploaded18/483829_01258702394.doc
00241	SA	الا ليت القدر	بقايا شتات	http://forums.graaam.com/up/uploaded19/505409_01264329959.doc
00242	SA	الا ليت القدر	بقايا شتات	http://forums.graaam.com/up/uploaded19/505409_01264332960.doc
00243	SA	الا ليت القدر	بقايا شتات	http://forums.graaam.com/up/uploaded19/505409_01264334858.doc
00244	SA	الا ليت القدر	بقايا شتات	http://forums.graaam.com/up/uploaded19/505409_11264334858.doc
00245	SA	انآ بنت بس متخفية بثوب وشماغ	وحيدة افكاري	http://forums.graaam.com/up/uploaded19/505409_01264077399.doc
00246	GA	ورود غرقت من دماء الشياطين	حزينة بلا دموع	http://forums.graaam.com/up/uploaded19/505409_01264403422.doc
00247	SA	بنات في الأنترنت	كاتب - 00247	http://forums.graaam.com/up/uploaded19/505409_01264406110.doc
00248	SA	بيتنا الطين	غيووم الشوق	http://forums.graaam.com/up/uploaded19/505409_01264406348.doc
00249	SA	بين أيديا	همس آلروح	http://forums.graaam.com/up/uploaded19/505409_01264406637.doc
00250	SA	بقايا أنثى مجروحة	سحر الإحساس	http://forums.graaam.com/up/uploaded19/505409_01264406804.doc
00251	KW	جبتها ع الجرح	امنية حنيني	http://forums.graaam.com/up/uploaded19/505409_01264406941.doc
00252	SA	بعض المواقف تجي و تروح ما تبقى و بعض المواقف صداها بالعمر باقي	زهور اللافندر	http://forums.graaam.com/up/uploaded19/505409_01264407215.doc
00253	SA	قرب كمان	درع الجزيرة	http://forums.graaam.com/up/uploaded19/505409_01264407383.doc
00254	SA	جوري وفيصل	كلي دلع	http://forums.graaam.com/up/uploaded19/505409_01264407614.doc
00255	SA	وفاء لقلبه	دموع السحاب	http://forums.graaam.com/up/uploaded19/505409_01264407792.doc
00256	SA	ماقدرت الا وخنت عقلي وشيت في درب قلبي	كاتب - 00256	http://forums.graaam.com/up/uploaded19/505409_01264408124.doc
00257	SA	وش جاه محبوبي مشى و خلاني	كاتب - 00257	http://forums.graaam.com/up/uploaded19/353459_01264454277.doc
00258	AE	من يحبك كثر ما آحبك آنآ	جنيه آن ذى قوطي	http://forums.graaam.com/up/uploaded19/342465_01264681888.doc
00259	SA	اعطني حريتي .. أطلق يديا	ام وسن	http://forums.graaam.com/up/uploaded19/353459_11265162975.doc
00260	SA	روحي لك وحدك	ريم الحجر	http://forums.graaam.com/up/uploaded19/353459_01264643023.doc
00261	AE	زوجي الصغير	الزهرة الصغيرة	http://forums.graaam.com/up/uploaded19/342465_01265524379.doc
00262	SA	ياليت يوم انها جفتني من جفاها تستفيد	بحور	http://forums.graaam.com/up/uploaded19/342465_01265522881.doc
00263	SA	آه هذا الحب جمره من لظأه انا اكتويت	همت بهواك	http://forums.graaam.com/up/uploaded19/342465_01265531632.doc
00264	SA	آه هذا الحب جمره من لظأه انا اكتويت	همت بهواك	http://forums.graaam.com/up/uploaded19/342465_11265531632.doc
00265	SA	آه هذا الحب جمره من لظأه انا اكتويت	همت بهواك	http://forums.graaam.com/up/uploaded19/342465_21265531632.doc
00266	KW	اعترفلك حبك غلطة حياتي	عاشقة المسك	http://forums.graaam.com/up/uploaded19/353459_01265506462.doc
00267	SA	نهاية عاشق	متلثمه بشماغه	http://forums.graaam.com/up/uploaded19/153454_01266097100.doc
00268	SA	لافارقك خل(ن) توده وتغليه , إصبر ولابد الليالي تجيبه	رشة مطر	http://forums.graaam.com/up/uploaded19/342465_01266791172.doc
00269	GA	واخيرا حبينا بعض	مفتون قلبي	http://forums.graaam.com/up/uploaded19/337250_01266948650.doc
00270	GA	و اخيرا حبينا بعض	مفتون قلبي	http://forums.graaam.com/up/uploaded19/337250_11266948650.doc
00271	SA	فوق الجروح اللي بقلبي من سنين يكفي دخيل الله لا تجرحوني	الهوودج	http://forums.graaam.com/up/uploaded19/127164_01268456415.doc
00272	AE	حبي وكبريائي	جنيه إن ذى قوطي	http://forums.graaam.com/up/uploaded19/342465_01269002664.doc
00273	SA	رمش الغلآ	رنة وتر	http://forums.graaam.com/up/uploaded19/127164_01269816601.doc
00274	SA	تبي تنسي اولادك اوجاعهم..تزيد الهم على غمهم	الشموخ	http://forums.graaam.com/up/uploaded19/452415_01269782925.doc
00275	SA	في أحضان الجنوب	انثى الحلم	http://forums.graaam.com/up/uploaded19/342465_01269892374.doc
00276	AE	سأحبك رغم الظروف	جنيه إن ذى قوطي	http://forums.graaam.com/up/uploaded19/342465_01270417895.doc
00277	GA	زائر الليل	أحمد 666	http://forums.graaam.com/up/uploaded19/483829_01271518558.doc
00278	MSA	الوصية التي قلبت حياتي	شغوف	http://forums.graaam.com/up/uploaded19/342465_01271331054.doc
00279	SA	دنيتي وهي دنيتي مني اكتفت	بنت نجد	http://forums.graaam.com/up/uploaded19/353459_01272308303.doc
00280	AE	الدمع من عيني مترضفا .. ع الخدين ولا لقى مسعافي	وردة الصحراء	http://forums.graaam.com/up/uploaded19/353459_01272303684.doc
00281	SA	قسم قسم لادوس قلبك بالفحم	كاتب - 00281	http://forums.graaam.com/up/uploaded19/452415_01272284853.doc
00282	GA	رجولتي تقدر تسميها النخيل لاني شامخ و العواصف قاتلة	كاتب - 00282	http://forums.graaam.com/up/uploaded19/452415_01272283697.doc
00283	SA	وأه كبرتني ياهم دخيلك قول لدنيا انا عمري كم	عاتبوني	http://forums.graaam.com/up/uploaded19/353459_21272198499.doc
00284	SA	وأه كبرتني ياهم دخيلك قول لدنيا انا عمري كم	عاتبوني	http://forums.graaam.com/up/uploaded19/353459_01272199071.doc
00285	SA	ظالم وانا بالحب مظلوم	صعب عليك تفهمني	http://forums.graaam.com/up/uploaded19/353459_01272198499.doc
00286	SA	مابيك فارقني عسى الله يخليك , قلبي و عودته على حر فرقآك	كاتب - 00286	http://forums.graaam.com/up/uploaded19/353459_01272231961.doc
00287	GA	وه فديتك	أتعبني إحساسي	http://forums.graaam.com/up/uploaded19/342465_01271504329.doc
00288	AE	الأمل	جنية إن ذى قوطي	http://forums.graaam.com/up/uploaded19/342465_01272127485.doc
00289	SA	راح أقوى على البعد أنساك	كاتب - 00289	http://forums.graaam.com/up/uploaded19/353459_01272818686.doc
00292	SA	ياحظ عينك تنام اليل مرتاحة	جولي	http://forums.graaam.com/up/uploaded19/127164_01273098487.doc
00293	SA	من صدتك للهم انا ادفع ضرايب	جدة الحب	http://forums.graaam.com/up/uploaded19/127164_01273102872.doc
00294	SA	حلمت بلقياك بعد ماطال الغياب	حطموك ياقلبي	http://forums.graaam.com/up/uploaded19/70026_01273108185.doc
00295	AE	ليتني عرفتك بأول العمر بدري	ظنون	http://forums.graaam.com/up/uploaded19/353459_01273367766.doc
00296	GA	استهبال شباب و بنات	دلوعة في هواها + الاميرة الهلالية	http://forums.graaam.com/up/uploaded19/353459_01273805295.doc
00297	SA	يبقى الحب	غيوض 2008	http://forums.graaam.com/up/uploaded19/353459_01273799829.doc
00298	SA	بعيد عن الواقع	~trf	http://forums.graaam.com/up/uploaded19/353459_01272482121.doc
00299	SA	بعيد عن الواقع	~trf	http://forums.graaam.com/up/uploaded19/353459_11272482121.doc
00300	QA	لو تنتثر أحلامي برجع أرتبها	كاتب - 00300	http://forums.graaam.com/up/uploaded19/353459_01274255498.doc
00301	BA	ما توقعت أني أحبك أنت بالذات وأنا محيره حق ولد عمي احضني أنا محتاجه حضنك وولدعمي مابيه	بحرينيه حبوبه	http://forums.graaam.com/up/uploaded19/353459_01274242387.doc
00302	SA	عذااب سنين في غلطة يوم وليله	to0ote	http://forums.graaam.com/up/uploaded19/353459_01274234727.doc
00303	SA	الريم اللعوب	أمل مذبوح	http://forums.graaam.com/up/uploaded19/342465_01274645875.doc
00304	SA	ماتت فرحتي يوم شفتك	كاتب - 00304	http://forums.graaam.com/up/uploaded19/452415_01274714134.doc
00305	SA	حبيتني غصب عنك مثل ما غصب عني حبيتك	بنت الثانويه	http://forums.graaam.com/up/uploaded19/353459_01275095536.doc
00306	SA	لآ جيت بعقل يضحك الطيش بدري وأنا اقوله لاتصدق ترآني أتسذب عليك	كل شي ألأ صلعة آبوي	http://forums.graaam.com/up/uploaded19/353459_01275007698.doc
00307	SA	شمس..و..سحاب	كاتب - 00307	http://forums.graaam.com/up/uploaded19/353459_01274714908.doc
00308	SA	جيت إقول إني إحبك .. شفت عينك و استحيت	حنين الليالي	http://forums.graaam.com/up/uploaded19/353459_01274553491.doc
00309	SA	تراب الندم	جروح غامضه + ظلمني بغلاته + Crazy-love	http://forums.graaam.com/up/uploaded19/353459_01274513388.doc
00310	MSA	فاطمة وأخواتها البنات	كاتب - 00310	http://forums.graaam.com/up/uploaded19/353459_01275530438.doc
00311	SA	ما رجيت من الفرح إلا رضاك و ما بكيت إلا علشانك قهر	بائعة الورد	http://forums.graaam.com/up/uploaded19/353459_01275543561.doc
00312	SA	ما رجيت من الفرح إلا رضاك و ما بكيت إلا علشانك قهر	بائعة الورد	http://forums.graaam.com/up/uploaded19/353459_11275543561.doc
00313	MSA,LEV	شريكات في سكن الغربة(ممنوع دخول الشباب)	دمع الفرحة	http://forums.graaam.com/up/uploaded19/353459_01275281345.doc
00314	AE	مشاعر منسيه	حكومه الحب	http://forums.graaam.com/up/uploaded20/536457_01276107104.doc
00315	SA	حتى لو غمضت عيني لقيتك	احلى سمايل	http://forums.graaam.com/up/uploaded20/353459_01276644678.doc
00316	SA	رواية تركت الأمر لله وجمعني ربي به	بنت البدو	http://forums.graaam.com/up/uploaded20/555250_01276453512.doc
00317	SA	خفايا الروح	نجوود العنزي (( أنجال))	http://forums.graaam.com/up/uploaded20/555250_21276878650.doc
00318	GA	كلي عذآب	آحسآس رهيف	http://forums.graaam.com/up/uploaded20/555250_11276878650.doc
00319	MSA	همس الماضي	صفاا86	http://forums.graaam.com/up/uploaded20/555250_11276876117.doc
00320	AE	خيوط الماضي	ميرة الدلوعة	http://forums.graaam.com/up/uploaded20/555250_21276876117.doc
00321	SA	إذا غرورك يمنعك تعتذر لي تعال جنبي وابتسم لي واسامح	بنت كلاس	http://forums.graaam.com/up/uploaded20/505409_01277109712.doc
00322	KW	ملف - 00322	كاتب - 00322	http://forums.graaam.com/up/uploaded20/505409_01277655223.doc
00323	SA	قلبي مات	break heart	http://forums.graaam.com/up/uploaded21/127164_01281380565.doc
00324	GA	ياحبي الأول والأخير	غريبه في طبعي	http://forums.graaam.com/up/uploaded21/555250_01281363032.doc
00325	SA	اصعب سؤال	بسمة براءه	http://forums.graaam.com/up/uploaded21/555250_01281361604.doc
00326	AE	خجول الورد ما ينلام لانك اجمل انسانه	جنان حبك	http://forums.graaam.com/up/uploaded21/555250_01281362315.doc
00327	SA	قلوب مشوهه في أجساد الظلم والألم	ريتاج	http://forums.graaam.com/up/uploaded21/555250_01281362671.doc
00328	SA	ضحية حبك	الدلع يمين وأنا شمال	http://forums.graaam.com/up/uploaded21/555250_01281362436.doc
00329	SA	ودعتك الله يا زمان المراجيح	سيلينا	http://forums.graaam.com/up/uploaded21/555250_01282097938.doc
00330	AE	عذاب الحب ينهيني .. من المخطي من الغلطان	أنآت الرحيل	http://up.graaam.com/forums/616798/01344031013.doc
00331	SA	جيتك أمانة انقذيني	شمعة الصداقة	http://forums.graaam.com/up/uploaded21/555250_01282099130.doc
00332	SA	جرح المدينة و جرح القلوب الحزينة	أمي روحي	http://forums.graaam.com/up/uploaded21/555250_01282099259.doc
00333	SA	أبي حضنه يدفيني كل ما نزلت دمعة من عيني أبي عينه تناظرني	اسراب	http://forums.graaam.com/up/uploaded21/555250_01282099378.doc
00334	SA	تسلط أمرأة	فتاة بلا ألم	http://up.graaam.com/forums/555250/11284059917.doc
00335	SA	أنا لوحه حزن تبكي عجز عن رسمها فنان	كاتب - 00335	http://up.graaam.com/forums/555250/01284059917.doc
00336	SA	مجبور احبك دام عمري ومصيري انكتب معاك	جولي	http://up.graaam.com/forums/555250/01283825795.doc
00337	SA	رواية مها و سلطان	ام شوشا	http://up.graaam.com/forums/555250/01284431506.doc
00338	SA	جرحت قلبك وجرحني القدر مثل ماجرحتك	عاشقه شاروخان	http://up.graaam.com/forums/555250/01285512740.doc
00339	KW	رواية غزلان	هاردلك ياقلب	http://up.graaam.com/forums/555250/01286003039.doc
00340	KW	يا دنيا إرحميني	ريرز	http://up.graaam.com/forums/555250/01286155872.doc
00341	SA	طنش تعش تنتعش	الدلع يمين وانا شمال	http://up.graaam.com/forums/555250/11286141663.doc
00342	SA	مدينة الضباب	Danial/انتراويه	http://up.graaam.com/forums/555250/21286680400.doc
00343	KW	عذبني و إستحملت عذابه لين إعترف بحبه لي	فارس احلامي الي في بالي	http://up.graaam.com/forums/555250/01286738745.doc
00344	SA	وردتك نسيت عبيري و صرت معرف وش مصيري و بسمتك دايم لغيري و قسوتك دايم علي	جذآبة وبقلوب البشر لعآبه	http://up.graaam.com/forums/555250/01286793485.doc
00345	KW	قرين فجر	ريرز	http://up.graaam.com/forums/127164/01288138188.doc
00346	MSA	ملف - 00346	كاتب - 00346	http://up.graaam.com/forums/127164/01288138614.doc
00347	SA	اطعن فيني جسدي مليان جراح خلاص تعودت عطني كل جراحك	صدمات حياتي	http://up.graaam.com/forums/555250/21288186299.doc
00348	SA	تموت الأحلام بكلا الحالات .. إما بدفنها أو حين يتم تحقيقها	جمال نجد وفتنتن حايليه	http://up.graaam.com/forums/555250/01287672841.doc
00349	SA	اتجرع المر بسكات	ملاك	http://up.graaam.com/forums/555250/01288186299.doc
00350	SA	قيود الماضي	الملكة الأم	http://up.graaam.com/forums/555250/01288187218.doc
00351	SA	رواية على كف الفقيد أبكي	كاتب - 00351	http://up.graaam.com/forums/555250/11288187218.doc
00352	SA	أكرهك و أحبك و لا أبيك و أبيك	كاتب - 00352	http://up.graaam.com/forums/555250/01288263382.doc
00353	SA	ماعاد قلبي يتحمل جراح	أحساس وولع وكلي دلع	http://up.graaam.com/forums/555250/21288263382.doc
00354	SA	آصعب حيآتك تعيش .. وآنت جوآك ميت	 آروع القلوب	http://up.graaam.com/forums/555250/01286336419.doc
00355	AE	عاشر من تعاشر فلابد من الفراق	بزوغ القمر	http://up.graaam.com/forums/555250/21288414978.doc
00356	SA	رواية هلي لا تعذبوني ولد خالتي ضوى عيوني	كاتب - 00356	http://up.graaam.com/forums/555250/01288414978.doc
00357	SA	رواية مها وساره	ألماسه وتحب الوناسه	http://up.graaam.com/forums/555250/11288414978.doc
00358	SA	أرواح مشرقة بالأمل .. لا تحجبها سحائب اليأس	كاتب - 00358	http://up.graaam.com/forums/555250/01288415998.doc
00359	AE	عندما يهمل الحب	عاشقة تميم	http://up.graaam.com/forums/127164/01288461052.doc
00360	MSA	أعدت برمجة ذاتي	لحظة غرام	http://up.graaam.com/forums/127164/01288547855.doc
00361	GA	روح يا طاير وقله قلبي فيه ألفين عله الحياة بعده ممله وحالي من بعده تدهور	جذآبة وبقلوب البشر لعآبه	http://up.graaam.com/forums/555250/21288514752.doc
00362	SA	تصدق بسمتك والله تفرح خاطري الولهان ... يطير من الفرح قلبي واصير بعالم ثاني	M!ss reena	http://up.graaam.com/forums/127164/01288548846.doc
00363	SA	ما قسيت بس قسى قلبك علي ومأأنسيت بس نسى أني أحبه	حنين اشتياق	http://up.graaam.com/forums/127164/01288559256.doc
00364	GA	جرح الكلام طعونه تبقى على مر السنين .. حبيبي علمت قلبي ع حبك علمه ع النسيان	زهرة الأوركيد	http://up.graaam.com/forums/452415/01288596967.doc
00365	KW	انتحرت فاحبني	كاتب - 00365	http://up.graaam.com/forums/555250/01288791366.doc
00366	GA	ملف - 00366	سالفتي سالفه	http://up.graaam.com/forums/555250/11288791366.doc
00367	AE	كلمة حب ما تبغيي نظر مد يدك بيديي يا العنيد	كاتب - 00367	http://up.graaam.com/forums/555250/21288791366.doc
00368	GA	نضوي بهالدنياولاندري عن المكتوب	آنجلا	http://up.graaam.com/forums/555250/01288791672.doc
00369	SA	ولكن سأظل أحبه أحبه أحبه	كاتب - 00369	http://up.graaam.com/forums/555250/11288791672.doc
00370	SA	ان شكيت من الهوى قالوا فضيحه وان سكت استنقظوا جرحي عليه	النشميه	http://up.graaam.com/forums/555250/01288806147.doc
00371	SA	ملف - 00371	سوسو + جيجي + رنومه	http://up.graaam.com/forums/555250/01288792647.doc
00372	GA	إخوة وأخوات	أبيك مابيهم	http://up.graaam.com/forums/555250/11288792647.doc
00373	GA	انتهينا	كاتب - 00373	http://up.graaam.com/forums/555250/21288792647.doc
00374	MOR	و اني احبك	كاتب - 00374	http://up.graaam.com/forums/555250/01288793230.doc
00375	MSA (translated)	رواية حب غير متوقعة	كاتب - 00375	http://up.graaam.com/forums/555250/01289156907.doc
00376	GA	خذاك الزمن مني وترك لي أشواقي	التفاؤل في حياتي نسمه	http://up.graaam.com/forums/555250/01289658837.doc
00377	SA	إنت ما تدري إنك صرت لي نبض و دم	برونز غيرل	http://up.graaam.com/forums/127164/01289690353.doc
00378	GA	ريناد و فارس	الجمييله الفررنسيه	http://up.graaam.com/forums/127164/01289690618.doc
00379	EGY	أنا مش ورقة	د. رحيل	http://up.graaam.com/forums/555250/11289773621.doc
00380	SA	بس يكفيني أنك تكوني تحت عيني وبين قلبي	قاهرتهم لاني قمرهم	http://up.graaam.com/forums/555250/01289773621.doc
00381	SA	واخيرا حسيت يا مغرووور	صاحية لهم	http://up.graaam.com/forums/555250/01289952688.doc
00382	SA	أقص الرااس قدامك ولآ أخضع لأشكالك	كاتب - 00382	http://up.graaam.com/forums/505409/01290342377.doc
00383	GA	صرتي أغلى البشر عندي	سلبني الشووووووووووق	http://up.graaam.com/forums/555250/01290457375.doc
00384	SA	صحيح جسد بس بلا روح	عاشقة المستحيل	http://up.graaam.com/forums/555250/11290457375.doc
00385	SA	أنا جرحه عندي رقه والحنان بقسوته وناره بالنسبه لي جنه وكيف عندي جنته	كريزي	http://up.graaam.com/forums/555250/21290457375.doc
00386	SA	لطفا و رفقا بي يا زماني	كبرتني الياة	http://up.graaam.com/forums/555250/01290479351.doc
00387	SA	كل مافيني يصرخ أحبك إلا لساني عجز ينطق مخارجها	ماني شاعره بس ازلزل مشاعره	http://up.graaam.com/forums/555250/11290702744.doc
00388	SA	دريت إنك بنت يا بنت بس ليه في جامعتنا	أمل العين	http://up.graaam.com/forums/555250/01290702744.doc
00389	GA	وشلون أجيب لقلبي المجروح روح	بدآية حكآيه	http://up.graaam.com/forums/555250/01290703582.doc
00390	SA	إعذروني إذا سالت دمعتي و ذكروني إذا طالت غربتي	غربه بلا روح + FreeAngel	http://up.graaam.com/forums/555250/01291627404.doc
00391	SA	يا حبيبي أحلى الفصول فصل حبي و حبك يا خجول	عزيزة آلنفس	http://up.graaam.com/forums/555250/01291627941.doc
00392	MSA	قيود الحب	كاتب - 00392	http://up.graaam.com/forums/555250/01291598920.doc
00393	AE	مجموعة مشاعر	برستيج بدويه	http://up.graaam.com/forums/555250/11291598920.doc
00394	AE	بنيت لك في داخل فؤادي من اللهفة قصر	أحلى بدويه UAE	http://up.graaam.com/forums/555250/21291598920.doc
00395	SA	ضحية زمن	شاربة فليت و مضيعة البيت	http://up.graaam.com/forums/555250/01291601405.doc
00396	BA	غدر الزمن ما له مثيل	رمز الوجود + أوتار عازفة	http://up.graaam.com/forums/555250/11291627404.doc
00397	SA	عشقتك من جنوني	أصل الغرور	http://up.graaam.com/forums/555250/01291642186.doc
00398	SA	دروب الخيانة	سفير الغرآآم	http://up.graaam.com/forums/555250/21291627404.doc
00399	KW	خلنا نرد روح و جسد طول العمر أحباب	BRoNZ GiRL	http://up.graaam.com/forums/555250/21292031827.doc
00400	SA	تدري بأني أموت فيك وبقربك أصبح شخص غير	منيه حنيني	http://up.graaam.com/forums/555250/01292031827.doc
00401	SA	سميتك معشوقي	سميتك معشوقي	http://up.graaam.com/forums/555250/11292031827.doc
00402	SA	نور الكون	عآشقة آلقمر	http://up.graaam.com/forums/555250/01292236835.doc
00403	SA	غراميات مجنونة	اميره الروح 18	http://up.graaam.com/forums/555250/01292549234.doc
00404	SA	جعلتيني مجرما	ديما القطبي	http://up.graaam.com/forums/555250/01292461138.doc
00405	SA	ضمني لك حبيبي خلني أحس بحنانك	الأنثى الجريحه/حايستهم	http://up.graaam.com/forums/555250/01292768793.doc
00406	SA	أيام حبك	هلاك وعيوني ملاك	http://up.graaam.com/forums/555250/01292722524.doc
00407	GA	كينونية إمرأه	أنسجام	http://up.graaam.com/forums/555250/01292723784.doc
00408	SA	قتلهن الطيش وأحياهن الحب	أمجاد الأجواد	http://up.graaam.com/forums/555250/01292719463.doc
00409	SA	إنت منت اللي عشقته إنت أكيد إنسان ثاني .. ليه صرت بهالبرود و بهالأحاسيس البليدة	بسكاتي أذلك	http://up.graaam.com/forums/555250/01292960416.doc
00410	SA	رجيتك عني لا تغيب	ضياء دنياي	http://up.graaam.com/forums/555250/01293041899.doc
00411	SA	كذا خذني مثل طفلة حبيبي برقة عاملني و حفظني كلام الشوق و ذكرني متى أقوله	كذبت فيك احساسي + تكفيني الذكرى	http://up.graaam.com/forums/555250/01293034825.doc
00412	SA	الكفيفه	فديت اسمي	http://up.graaam.com/forums/555250/01292894004.doc
00413	SA	لين متى و الحال ماتغير	انجبرت فيك و ما توقعت	http://up.graaam.com/forums/555250/01292892999.doc
00414	SA	بشويش ضميني على الصدر تكفين .. و إذا طلبتك شيء لا تمنعيني	Broken Dream R3	http://up.graaam.com/forums/555250/01293205925.doc
00415	SA	يالبى البرائه يناس	كحيلة بكاها/wrbyahbh..aa	http://up.graaam.com/forums/555250/01293229789.doc
00416	SA	فهد ونوره	ولد الراكه	http://up.graaam.com/forums/555250/01293068230.doc
00417	MSA	مذكرات فتاة شات	امرأة من زمن الحب	http://up.graaam.com/forums/555250/01293575418.doc
00418	KW	وسيم و شهد	سعاد	http://up.graaam.com/forums/555250/01293736357.doc
00419	GA	ما دريت إن الليالي غيرت قلبك علينا ما خطر لحظة ببالي تنسى كل اللي عطينا	جود الزن	http://up.graaam.com/forums/555250/01293736038.doc
00420	SA	لك بقول اللي بقوله و إنتي حرة ما لفت غيرك من الناس إنتباهي	هب آطفآل + هذي آنآ	http://up.graaam.com/forums/555250/01293735406.doc
00421	SA	هذاك أول إذا قلت بتخليني تبين دمعتي بعيني	ملكة الاحساس	http://up.graaam.com/forums/555250/01293736204.doc
00422	AE	إن كان تقدر تعيش العمر من دوني حط عينك بعيني و قول و الله	وديمه	http://up.graaam.com/forums/555250/01293709136.doc
00423	GA	إختلفنا من يحب الثاني أكثر	أميرة زماني	http://up.graaam.com/forums/555250/01293572652.doc
00424	SA	ربي خلقني على النيه اضحك بوجيه عذالي	كاتب - 00424	http://up.graaam.com/forums/660231/01294084140.doc
00425	SA	أين الطفولة و قد قتلت البراءة	بسبوسه بالقشطه	http://up.graaam.com/forums/555250/11293572652.doc
00426	GA	مدام صدر اللي أحبه وسعلي ما همني ضيق الزمن و إتساعه	v/عذبة الاحاسيس	http://up.graaam.com/forums/555250/11293574788.doc
00427	SA	بداية طريقي عذاب .. بس النهاية ما أدري وين	الوان احياة	http://up.graaam.com/forums/555250/01293572900.doc
00428	SA	عشاق الصمت في باريس	همس اشتياق	http://up.graaam.com/forums/555250/11293574443.doc
00429	KW	ما بعد الظلام	الوعد القادم	http://up.graaam.com/forums/555250/01293574788.doc
00430	MSA	صورة للذكرى	ماري روك	http://up.graaam.com/forums/555250/01293574443.doc
00431	KW	شمعة أمل	فتاة بلا عنوان !	http://up.graaam.com/forums/555250/11293572900.doc
00432	SA	ضمني على صدرك و أبعدني عن الناس	الين اليوم	http://up.graaam.com/forums/555250/01293741125.doc
00433	SA	بكاء تحت المطر	قماشة العليان	http://up.graaam.com/forums/555250/01293619958.doc
00434	KW	عذبتني بأسباب فرقاك	اميرة القصر العالي	http://up.graaam.com/forums/555250/01293759569.doc
00435	KW	عذبتني بأسباب فرقاك	اميرة القصر العالي	http://up.graaam.com/forums/555250/01293759847.doc
00436	SA	يا ليتك ما كنت أخوي	أحاسيس أنثى/..Sمو أنثى	http://up.graaam.com/forums/555250/01293580038.doc
00437	SA	إذا كان الحب عادي تبيعه أجل قلي وش ناوي تسوي	سارونه المجنونه	http://up.graaam.com/forums/555250/01293578917.doc
00438	SA	اللي ما يعدك ربح لا تعده خسارة	صرخه وفا	http://up.graaam.com/forums/555250/01293579253.doc
00439	SA	تدري أنا وياك قصتنا مثل شمس و قمر	هو يدري اني ادري اني احبه	http://up.graaam.com/forums/555250/01294336317.doc
00440	SA	فديتك نسيني نومي و خل طيفك يساهرني	بنوتة كيوت تاكل توت	http://up.graaam.com/forums/555250/01294340505.doc
00441	SA	فديتك نسيني نومي و خل طيفك يساهرني	بنوتة كيوت تاكل توت	http://up.graaam.com/forums/555250/01294340718.doc
00442	GA	خلني داخل حدودك وأجبر بخاطر زماني	جريحة حب	http://up.graaam.com/forums/555250/01294337866.doc
00443	KW	على درب الأمل أرسم خطاوي ضحكتي	uae_heart	http://up.graaam.com/forums/555250/01294336647.doc
00444	GA	قولي أحبك و ضمني	مناوي والقلب ضاوي	http://up.graaam.com/forums/555250/01294337470.doc
00445	AE	كفاج غرور	قرموشه	http://up.graaam.com/forums/127164/01294722444.doc
00446	SA	رواية فاطمة	سحر الشرق2002	http://up.graaam.com/forums/127164/01294722967.doc
00447	SA	ابي حضنك ابي اضمك واشمك ابي اسمع انفاسك وهي تقول انا احبك	كاتب - 00447	http://up.graaam.com/forums/353459/01294790303.doc
00448	SA	ابي حضنك ابي اضمك واشمك ابي اسمع انفاسك وهي تقول انا احبك	كاتب - 00447	http://up.graaam.com/forums/353459/11294790303.doc
00449	SA	الضياع بين الأمل و الصراع في وسط الحب	أوتار عازفة	http://up.graaam.com/forums/555250/01294444205.doc
00450	SA	حافظ عهود الحب يومك تبيه	ملاذ الروح	http://up.graaam.com/forums/555250/11294444205.doc
00451	KW	ضمني لين أحس بضلوعي تداخلت	Angel 1118	http://up.graaam.com/forums/555250/01294444239.doc
00452	SA	منهو يصالحني عليك	ميمآ	http://up.graaam.com/forums/555250/11294444239.doc
00453	SA	مجبورة فيك و حبيتك	نبض الأحساس	http://up.graaam.com/forums/555250/01294444390.doc
00454	SA	أحلى سنة	فراشة الكون !/zozomoon	http://up.graaam.com/forums/555250/11294948385.doc
00455	SA	ليه الجفاء و كلي وفاء	لنوشآآآآ	http://up.graaam.com/forums/555250/11294949914.doc
00456	MSA	يوميات طبيب في الوادي	medo2009happy	http://up.graaam.com/forums/555250/21294949914.doc
00457	SA	ما قد تمنيت العمى في عيوني إلا لجل ما أشوفك مع الغير	o7 5	http://up.graaam.com/forums/555250/01294950382.doc
00458	MSA	عرسنا في الجنة	عزام حدبا	http://up.graaam.com/forums/555250/01294951958.doc
00459	SA	أتحداك وأتحدى أبو الرجولة	روزي الوحيدة	http://up.graaam.com/forums/555250/01294948385.doc
00460	SA	قلبي معك لو كان جسمي مع الناس	احلى جنى	http://up.graaam.com/forums/555250/01294949914.doc
00461	KW	أموت بحبك و أمشي معاك فدربك	عاشقة المسك	http://up.graaam.com/forums/555250/11294949393.doc
00462	SA	حبك تمادى و إزدهر	7Es	http://up.graaam.com/forums/555250/11294948822.doc
00463	MSA	بالتأكيد لا مزيد من الأقدار المؤلمة , مذكرات وليد وفجر	الفيافئ توتا	http://up.graaam.com/forums/555250/01294948822.doc
